"Parentage"	"ProductName "	"Description "	"ItemType"	"image_link "	"Length"	"TotalMetalWeight "	"TotalDiamondWeight "	"gemstonecarat"	"MetalType "	"MetalStamp "	"SettingType "	"MSRP "	"ItemPrice "
"ER25184"	"14K White Gold Womens Diamond Hoop Earrings 1.00 Ctw"	"These lovely womens diamond hoop earrings are handcrafted in lustrous 14K white gold. The center of each earring is channel set with brilliant round cut diamonds which are G in color and VS in clarity. The frame measures to 11/16 inches in length and 1/8 inches in width. Weighing approximately 6.9 grams, these lovely hoop earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er25184-1.jpg"	"11/16 Inches (17 mm)"	"1.0000"	"1.00 Ctw"	""	"White"	"14K Gold"	"Channel "	"3250.0000"	"1084.0000"
"ER25178"	"10K White Gold Womens Diamond Hoop Earrings 1.00 Ctw"	" These elegant womens diamond hoop earrings are handcrafted in lustrous 10K white gold. The center of each earring features two rows which are set with small round cut diamonds. The frame measures to 3/4 inches in length and 1/4 inches in width. Weighing approximately 4.8 grams, these simple hoop earrings are ideal for an every day casual wear. "	"Diamond Earring"	"/e/r/er25178-1_1.jpg"	"3/4 Inches (19 mm)"	"1.0000"	"1.00 Ctw"	""	"White"	"10K Gold"	"Channel "	"2250.0000"	"750.0000"
"E19449A"	"14K Yellow Gold Diamond Stud Earrings 2.65 Ctw"	"These glamorous womens diamond stud earrings are crafted in highly polished 14k Yellow Gold. Both earrings are invisibly set with 8 princess cut diamonds which total to 1.23 carats and 24 small round cut diamonds which total to 1.42 carats. The frame of each earring measures to 1/2 Inches in diameter and securely locks with a durable push back closure. Weighing approximately 5.8 grams, these exquisite diamond stud earrings are ideal for a glamorous night out."	"Diamond Earring"	"/e/1/e19449a-1.jpg"	""	"1.0000"	"2.65 Ctw"	""	"Yellow"	"14K Gold"	"Invisible, Prong"	"13500.0000"	"4499.0000"
"17243"	"Silver PVD Plated Diamond Stud Earrings with Black Diamonds 8.70 Ctw"	"This one of a kind diamond stud earrings are crafted in Silver and plated in black rhodium. The center is pave set with small round cut black diamonds which total to 8.70 carats. The frame measures to 1/2 inches in length and width and weighs approximately 4.7 grams. These diamond stud earrings are ideal for a special night out."	"Diamond Earring"	"/1/7/17243-2.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"8.70 Ctw"	""	""	"Silver"	"Pave "	"4410.0000"	"1479.0000"
"17247"	"14K White Gold Diamond Solitaire Stud Earrings 0.63 Ctw"	"These elegant solitaire stud earrings are handcrafted in lustrous 14K white gold. The center of each stud is set with one brilliant princess cut diamond which is F/G in color and VS in clarity. The frame measures to 3/16 inches in length and width and securely locks with a screw back closure. Weighing approximately 1.5 grams, these elegant stud earrings are ideal for an every day casual wear."	"Diamond Earring"	"/1/7/17247-1.jpg"	"3/16 Inches (4 mm)"	"1.0000"	"0.63 Ctw"	""	"White"	"14K Gold"	"Prong"	"4250.0000"	"1417.0000"
"VE02002"	"10K White Gold Mens Diamond Stud Earrings 1.41 Ctw"	"These cube diamond stud earrings are handcrafted in lustrous 10K white gold. Each earring stud is detailed with numerous small round cut diamonds which are SI in clarity and H in color. The square frame measures to 1/2 inches in length and width and securely locks with a durable screw back closure. Weighing approximately 4.4 grams, these large diamond stud earrings are ideal for a special night out. "	"Diamond Earring"	"/v/e/ve02002-1.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"1.41 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"2130.0000"	"710.0000"
"VE02003"	"10K White Gold Mens Diamond Stud Earrings 0.94 Ctw"	"These uniquely designed mens diamond cube stud earrings are handcrafted in lustrous 10K white gold. Each earring is set with numerous small round cut diamonds which are H in color and SI in clarity. The frame measures to 3/8 inches in length and width and securely locks with a durable screw back closure. Weighing approximately 2.8 grams, these large diamond stud earrings are ideal for an every day casual or special wear. "	"Diamond Earring"	"/v/e/ve02003-1.jpg"	"3/8 Inches (10 mm)"	"1.0000"	"0.94 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"1560.0000"	"520.0000"
"VE02004"	"10K Yellow Gold Diamond Stud Earrings 0.43 Ctw"	"These elegant diamond cube stud earrings are handcrafted in lustrous 10k yellow gold. Each earring is detailed with numerous small round cut diamonds which are H in color and SI in clarity. The frame measures to 3/8 inches in length and width and securely locks with durable screw back closure. Weighing approximately 2.2 grams, these lovely diamond stud earrings are ideal for an every day casual wear. "	"Diamond Earring"	"/v/e/ve02004-1.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"0.43 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"900.0000"	"300.0000"
"VE02098"	"10K White Gold Diamond Stud Earrings 0.20 Ctw"	"These lovely diamond stud earrings are handcrafted in lustrous 10K white gold. The center of each earring is detailed with brilliant round cut small diamonds which are H in color and SI in clarity. The frame measures to 1/4 inches in length and width and securely locks with a durable screw back closure. Weighing approximately 1.2 grams, these small diamond stud earrings are ideal for both men and women. "	"Diamond Earring"	"/v/e/ve02098-1.jpg"	"1/4 Inches (7 mm)"	"1.0000"	"0.20 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"450.0000"	"219.0000"
"VE02462A"	"10K White Gold Mens Diamond Stud Earrings 0.60 Ctw"	"These large mens diamond stud earrings are handcrafted in lustrous 10K white gold. Each earring is detailed with numerous small round cut diamonds which are H in color and SI in clarity. The square frame measures to 11/16 inches in length and width and securely locks with a durable screw back closure. Weighing approximately 5.1 grams, these one of a kind mens diamond stud earrings are ideal for a glamorous night out. "	"Diamond Earring"	"/v/e/ve02462-1_1.jpg"	"11/16 Inches (17 mm)"	"1.0000"	"0.60 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"1550.0000"	"519.0000"
"VE02377"	"10K Yellow Gold Diamond Stud Earrings 0.18 Ctw"	"These lovely diamond stud earrings are handcrafted in lustrous 10K yellow gold. The center of each earring is set with small round cut diamonds which are H in color and SI in clarity. The frame measures to 5/16 inches in length and width and securely locks with a durable screw back closure. Weighing approximately 1.4 grams, these small diamond stud earrings are ideal for both men and women."	"Diamond Earring"	"/v/e/ve02377-1.jpg"	"5/16 Inches (8 mm)"	"1.0000"	"0.18 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"450.0000"	"219.0000"
"VE02457"	"10K Yellow Gold Mens Diamond Stud Earrings 0.27 Ctw"	"These one of a kind diamond stud earrings are handcrafted in lustrous 10K yellow gold. The center of each earring is set with small round cut diamonds which are H in color and SI in clarity. The frame measures to 1/2 inches in length and width and securely locks with a durable screw back closure. Weighing approximately 3.7 grams, these diamond stud earrings are ideal for an every day casual wear."	"Diamond Earring"	"/v/e/ve02457-1.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"0.27 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	"920.0000"	"307.0000"
"VE02362"	"10K White Gold Diamond Stud Earrings 0.34 Ctw"	"These elegant mens diamond stud earrings are handcrafted in lustrous 10k white gold. The center of each earring is pave set with small round cut diamonds which total to 0.34 carats. The frame measures to 1/2 inches in length and width and weighs approximately 3.6 grams. Securely locking with screw back closures these one of a kind diamond stud earrings are ideal for an every day casual wear."	"Diamond Earring"	"/v/e/ve02362-1.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"0.34 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	"1000.0000"	"334.0000"
"ER125684"	"10K White Gold Diamond Stud Earrings 0.25 Ctw"	"These small diamond stud earrings are handcrafted in lustrous 10K white gold. Each earring is detailed with small round cut diamonds which are H in color and SI in clarity. The square frame measures to 1/4 inches in length and width and each earring securely locks with a push back closure. Weighing approximately  2.3 grams, these earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er125684-2.jpg"	"1/4 Inches (6 mm)"	"1.0000"	"0.25 Ctw"	""	"Yellow"	"10K Gold"	"Pave, Invisible "	"700.0000"	"234.0000"
"ER125677"	"14K White Gold Womens Diamond Garnet Earrings 5.73 Ctw"	"These lovely womens diamond earrings are handcrafted in lustrous 14K white gold. The earrings feature brilliant garnet stones which total to 5.69 carats. The earrings are also set with small round cut white diamonds which total to additional 0.04 carats. The frame measures to 3/4 inches in length and 1/4 inches in width. Weighing approximately 4.5 grams, these earrings securely lock with durable omega clasp closures. "	"Diamond Earring"	"/e/r/er125677-2.jpg"	"3/4 Inches (19 mm)"	"1.0000"	"0.04 Ctw"	""	"White"	"14K Gold"	"Pave. Prong"	"1750.0000"	"584.0000"
"ER125685"	"14K Yellow Gold Diamond Solitare Stud Earrings 0.50 Ctw"	"These lovely diamond stud earrings are handcrafted in 14K yellow gold. The center of each earring is set with one small round cut diamond which totals to 0.25 carats. The frame measures to 3/16 inches in width and securely locks with push back closure. "	"Diamond Earring"	"/e/r/er125685-1.jpg"	""	"1.0000"	"0.50 Ctw"	""	"Yellow"	"14K Gold"	"Tension"	"1500.0000"	"500.0000"
"ER125703"	"18K Yellow Gold Womens Diamond Earrings 0.30 Ctw"	"These exquisite womens diamond earrings are handcrafted in highly gleaming 18K yellow gold. The center of each earring is set with one brilliant round cut diamond which is G in color and VS/SI in clarity. The frame measures to 1 1/8 inches in length and 1/2 inches in width. Weighing approximately 5.5 grams, these earrings are ideal for an every day casual or special wear."	"Diamond Earring"	"/e/r/er125703-1.jpg"	"1 1/8 Inches"	"1.0000"	"0.30 Ctw"	""	"Yellow"	"18K Gold"	"Prong"	"3000.0000"	"999.0000"
"ER125731"	"14K White Gold Womens Diamond Ruby Earrings 2.25 Ctw"	"These glamorous womens diamond ruby earrings are handcrafted in 14K white ogld. The center of both earrings are set with two rubies which total to 1.50 carats. Each stone is surrounded with brilliant round cut diamonds which total to additional 0.75 carats. The frame measures to 3/4 inches in length and 5/8 inches in width. These lovely earrings securely lock with durable omega clasp closures."	"Diamond Earring"	"/e/r/er125731-2.jpg"	"3/4 Inches "	"1.0000"	"0.75 Ctw"	""	"White"	"14K Gold"	"Pave"	"5000.0000"	"1667.0000"
"SRE2330C"	"14K White Gold Womens Diamond  Hoop Earrings 2.10 Ctw"	"These finely detailed womens diamond hoop earrings are crafted in highly polished 14K White Gold. The inner and outer frame of each earring is prong set with small round cut brilliant diamonds which are VVS2/VS1 in clarity and F/G in color. Handmade to perfection, these one of a kind womens diamond  hoop earrings are ideal for a special night out. "	"Diamond Earring"	"/s/r/sre2330c-1.jpg"	"1 1/4 Inches (31.7 mm)"	"1.0000"	"2.10 Ctw"	""	"White"	"14K Gold"	"Prong "	"8000.0000"	"2669.0000"
"ER125878"	"14K Yellow Gold Womens Diamond Emerald Earrings 0.34 Ctw"	"These elegant womens earrings are handcrafted in lustrous 14K yellow gold. The center of both earrings are prong set with two pear shape green emerald stones which total to 0.25 carats. Six small round cut diamonds are placed on opposite sides and total to additional 0.09 carats. Weighing approximately 2.7 grams, these earrings securely lock with push back closures. "	"Diamond Earring"	"/e/r/er125878-1_1.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"0.09 Ctw"	""	"Yellow"	"14K Gold"	"Prong"	"1000.0000"	"339.0000"
"ER125877"	"14K Yellow Gold Womens Diamond Emerald Earrings 1.50 Ctw"	"These lovely womens earrings are handcrafted in lustrous 14K yellow gold. The green emerald gemstones are placed in the center of each earring and total to 1.00 carats. The stones are surrounded with small round cut diamonds which total to additional 0.50 carats. The frame measures to 3/4 inches in length and 3/8 inches in width. Weighing approximately 7.6 grams, these earrings securely lock with a durable lobster claw clasp. "	"Diamond Earring"	"/e/r/er125877-1_1.jpg"	"3/4 Inches"	"1.0000"	"0.50 Ctw"	""	"Yellow"	"14K Gold"	"Pave"	"3500.0000"	"1167.0000"
"ER125885"	"14K White Gold Diamond  Soliraire Stud Earrings 1.80 Ctw"	"These elegant stud earrings are handcrafted in lustrous 14K white gold. The center of both earrings are se with brilliant princess cut diamonds which total to 1.80 carats. Weighing 1.5 grams, these lovely earrings are ideal for an everyday wear."	"Diamond Earring"	"/e/r/er125885-1.jpg"	"1/4 Inches"	"1.0000"	"1.80"	""	"White"	"14K Gold"	"Prong"	"8750.0000"	"2917.0000"
"ER125896"	"14K White Gold Clarity Enhanced Diamond Solitaire Stud Earrings 1.09 Ctw "	"These solitaire stud earrings are crafted in 14k white gold. The center is prong set with round cut clarity enhanced diamonds which total to 1.09 carats. The frame measures to 3/16 inches in diameter and securely locks with screw back closure. Weighing 1.5 grams these small studs are ideal for an everyday casual wear."	"Diamond Earring"	"/e/r/er125896-1_1.jpg"	"3/16 Inches (5 mm)"	"1.0000"	"1.09 Ctw "	""	"White"	"14K Gold"	"Prong"	"5500.0000"	"1839.0000"
"ER125897"	"14K Yellow Gold Clarity Enhanced Diamond Stud Earrings 0.70 Ctw"	"These lovely diamond stud earrings are handcrafted in 14k yellow gold. The center of both earrings are prong set with brilliant clarity enhanced diamonds which total to 0.70 carats. Measuring to 3/16 inches in diameter, these earrings securely lock with push back closures. "	"Diamond Earring"	"/e/r/er125897-1.jpg"	"3/16 Inches (5 mm)"	"1.0000"	"0.70 Ctw "	""	"Yellow"	"14K Gold"	"Prong"	"2500.0000"	"839.0000"
"BES5339A"	"14K Yellow Gold Womens Diamond Huggie Earrings 0.75 Ctw "	"These lovely womens diamond huggie earrings are crafted in 14K yellow gold. The inside and outside frames are set with small round cut diamonds. The frame measures to 1/2 inches in length and 18 inches in width. "	"Diamond Earring"	"/b/e/bes5339a-1_1.jpg"	"1/2 Inches"	"1.0000"	"0.75 Ctw"	""	"Yellow"	"14K Gold"	"Micro Pave"	"3250.0000"	"1084.0000"
"S3821E"	"14K Yellow Gold Womens Diamond Huggie Earrings 0.76 Ctw"	"These lovely huggie earrings are crafted in 14k yellow gold. The inner and outer frames are detailed with small diamonds. The frame measures to 1/2 inches in length and 1/8 inches in width."	"Diamond Earring"	"/s/3/s3821e-1_1.jpg"	"1/2 inches"	"1.0000"	"0.76 Ctw "	""	"Yellow"	"14K Gold"	"Micro Pave"	"3000.0000"	"1000.0000"
"EA1459"	"14K Yellow Gold Womens Diamond Hoop Earrings 1.19 Ctw"	"These lovely womens hoop earrings are crafted in 14K yellow gold. The inner and outer frames are set with small round cut diamonds. The earrings measure to 1 inches in length and 1/8 inches in width. Weighing 8 grams, these earrings are ideal for an everyday wear."	"Diamond Earring"	"/e/a/ea1459-1.jpg"	"1 Inch"	"1.0000"	"1.19 Ctw"	""	"Yellow"	"14K Gold"	"Micro Pave"	"4750.0000"	"1584.0000"
"BES5340"	"14K Yellow Gold Womens Diamond Hoop Earrings 1.50 Ctw"	"These elegant womens earrings are handcrafted in 14k yellow gold. The front is set with small round cut diamonds which total to 1.50 carats. The frame measures to 11/4 inches in length and 3/16 inches in width."	"Diamond Earring"	"/b/e/bes5340-1.jpg"	"1 1/4 inches"	"1.0000"	"1.50 Ctw"	""	"Yellow"	"14K Gold"	"Micrp Pave"	"5000.0000"	"1669.0000"
