sku,title,price,quantity,image1,image2,ring_size,weight,width,length,metal_type,metal_color,gemstone_type,gemstone_color,gemstone_weight,gemstone_shape,diamond_color,diamond_clarity,diamond_carat_weight,diamond_shape,center_diamond_weight,center_diamond_clarity,center_diamond_color,center_diamond_cut,description,category
BR1152S,"Charming Chalcedony, Round Cut Pave Pink Sapphire and Diamond Unique Gemstone Ring In 18K White Gold",884,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/r/br1152sa.jpg,http://www.povada.com/media/catalog/product/b/r/br1152sb.jpg,"7 (Resizable between size 6-8)","10 grams","18.1 mm",,"18K Gold",White,"Chalcedony and Pink Sapphire",Blue,"1.03 ct sapphire",Round,I/J,SI2/I1,"0.45 ct",round,,,,,,"Gemstone Rings > Unique Gemstone Rings"
R26310C,"Checkerboard Cut Citrine Round Diamond Large Gemstone Ring In 14K White Gold",507,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r26310ca.jpg,http://www.povada.com/media/catalog/product/r/2/r26310cb.jpg,"7 (Resizable between size 6-8)","6.8 grams","16.1 mm",,"14K Gold",White,Citrine,Orange,"9.95 ct",Cushion,I/J,I1/I2,"0.29 ct",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
S45662B,"Checkerboard Cut Oval Shaped Blue Topaz Round Diamond Large Gemstone Designer Ring In 14K White Gold",480,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/4/s45662ba.jpg,http://www.povada.com/media/catalog/product/s/4/s45662bb.jpg,"7 (Resizable between size 6-8)","6 grams","18.4 mm",,"14K Gold",White,"Blue Topaz",Blue,"5.32 ct",Oval,J/K,I1/I2,"0.30 ct",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
R24488A,"Cushion Shaped Purple Amehyst Diamond Large Gemstone Flower Design Ring In 14K Rose Gold",666,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r24488aa.jpg,http://www.povada.com/media/catalog/product/r/2/r24488ab.jpg,"7 (Resizable between size 6-8)","6.8 grams","14.4 mm",,"14K Gold",,Amethyst,Purple,"5.44 ct",Cushion,H/I,I1/I2,"0.21 ct",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
S45662P,"Solitaire Oval Cut Pink Amethyst Round Diamond Large Gemstone Designer Ring In 14K Rose Gold",485,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/4/s45662pa.jpg,http://www.povada.com/media/catalog/product/s/4/s45662pb.jpg,"7 (Resizable between size 6-8)","6.1 grams","18.4 mm",,"14K Gold",,"Pink Amethyst",Pink,"4.71 ct",Oval,H/I,I1/I2,"0.31 ct",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
RSC6270,"Gorgeous Designer Cut Citrine White and Yellow Round Prong Set Diamond Large Gemstone Flower Ring In 14K White Gold",960,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/s/rsc6270a.jpg,http://www.povada.com/media/catalog/product/r/s/rsc6270b.jpg,"7 (Resizable between size 6-8)","11.2 grams","25.6 mm",,"14K Gold",White,Citrine,Orange,"12.15 ct",Designer,I/J/Yellow,I1/I2,"0.21 ct White/0.34 ct Yellow",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
RSC8586,"Spellbinding Designer Cut Citrine Round Diamond Large Gemstone Pear Shaped Ring In 14K Yellow Gold",1191,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/s/rsc8586a.jpg,http://www.povada.com/media/catalog/product/r/s/rsc8586b.jpg,"7 (Resizable between size 6-8)","19.8 grams","30.4 mm",,"14K Gold",Yellow,Citrine,Orange,"9.53 ct",Designer,I/J,I1/I2,"0.16 ct",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
R6028,"White and Yellow Fancy Colored Round Cut Diamond Geometric Ring In 18K Two Tone Gold",956,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6028a_1.jpg,http://www.povada.com/media/catalog/product/r/6/r6028b_1.jpg,"7 (Resizable between size 6-8)","10.5 grams","12.2 mm",,"18K Gold","Two Tone",,White#Yellow,,,"H/I/Natural Yellow",SI1/SI2,"0.27 ct Natural Yellow / 0.31 ct White",round,,,,,,"Rings > Fancy Colored Diamond Rings"
R5592,"Fashion White and Yellow Fancy Colored Prong Diamond Unique Pattern Ring In 14K White Gold",1115,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5592a_1.jpg,http://www.povada.com/media/catalog/product/r/5/r5592b_1.jpg,"7 (Resizable between size 6-8)","9.2 grams","12.5 mm",,"14K Gold",White,,White#Yellow,,,H/I/Yellow,SI1/SI2,"0.77 ct White /0.54 ct Yellow Diamonds",round,,,,,,"Rings > Fancy Colored Diamond Rings"
R5599Y,"Lovely White and Fancy Yellow Round Cut Diamond Curve Ring In 14K White Gold",1764,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5599ya_1.jpg,http://www.povada.com/media/catalog/product/r/5/r5599yb_1.jpg,"7 (Resizable between size 6-8)","8.1 grams","12.6 mm",,"14K Gold",White,,White#Yellow,,,G/H/Yellow,SI2/SI3,"0.67 ct White Diamonds / 0.54 ct Yellow Diamonds",round/princess,,,,,,"Rings > Fancy Colored Diamond Rings"
RA536A,"Brilliant Pave Set Round Cut Fancy Yellow and  White Diamond Weave Ring In 14K White Gold",1786,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/ra536aa_1.jpg,http://www.povada.com/media/catalog/product/r/a/ra536ab_1.jpg,"7 (Resizable between size 6-8)","7.4 grams","12.8 mm",,"14K Gold",White,,White#Yellow,,,G/H/Yellow,SI1/SI2,"0.50 ct White/0.75 ct Yellow",round,,,,,,"Rings > Fancy Colored Diamond Rings"
S22950,"Charming Round Cut Pave Diamond Right Hand Curve Ring In 18K Yellow Gold",622,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/2/s22950a_1.jpg,http://www.povada.com/media/catalog/product/s/2/s22950b_1.jpg,"7 (Resizable between size 6-8)","9.5 grams","12.5 mm",,"18K Gold",Yellow,,White,,,I/J,I2/I3,"0.50 ct",round,,,,,,"Rings > Diamond Right Hand Rings"
R5601Y,"Round Cut White and Yellow Fancy Colored Diamond Circle Ring In 14K White Gold",990,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5601ya_1.jpg,http://www.povada.com/media/catalog/product/r/5/r5601yb_1.jpg,"7 (Resizable between size 6-8)","7.6 grams","10.1 mm",,"14K Gold",White,,White#Yellow,,,G/H/Yellow,SI1/SI2,"0.45 ct White/ 0.35 ct Natural Yellow",round,,,,,,"Rings > Fancy Colored Diamond Rings"
R5414Y,"Enchanting Round White and Fancy Yellow Prong Diamond Swirl Ring In 18K White Gold",997,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5414ya_1.jpg,http://www.povada.com/media/catalog/product/r/5/r5414yb_1.jpg,"7 (Resizable between size 6-8)","6.1 grams","8 mm",,"18K Gold",White,,White#Yellow,,,G/H/Yellow,SI2/SI3,"0.31 ct White / 0.25 ct Yellow Diamonds",round,,,,,,"Rings > Fancy Colored Diamond Rings"
R5605Y,"Gorgeous Round Cut White and Yellow Fancy Colored Diamond Ring In 18K White gold",855,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5605ya_1.jpg,http://www.povada.com/media/catalog/product/r/5/r5605yb_1.jpg,"7 (Resizable between size 6-8)","5.6 grams","10.6 mm",,"18K Gold",White,,White#Yellow,,,I/J/Yellow,I1/I2,"0.48 ct White/0.28 ct Yellow Diamonds",round,,,,,,"Rings > Fancy Colored Diamond Rings"
R10901Y,"Elegant White and Yellow Fancy Colored Diamond Ring In 18K White Gold",769,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r10901ya_1.jpg,http://www.povada.com/media/catalog/product/r/1/r10901yb_1.jpg,"7 (Resizable between size 6-8)","5.6 grams","7.6 mm",,"18K Gold",White,,White#Yellow,,,G/H/Yellow,SI1/SI2,"0.17 ct White/0.17 ct Yellow ",round,,,,,,"Rings > Fancy Colored Diamond Rings"
SR026006,"14K Rose Gold Pave Round Cut Diamond Twin Playful Dolphin Right Hand Ring",311,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/r/sr026006a_1.jpg,http://www.povada.com/media/catalog/product/s/r/sr026006b_1.jpg,"7 (Resizable between size 6-8)","3.3 grams","11.5 mm",,"14K Gold",Rose,,White,,,I/J,I1/I2,"0.18 ct",round,,,,,,"Rings > Diamond Right Hand Rings"
R2613YS,"Round Pave Set Yellow Sapphire and Diamond Gemstone Weave Ring In 14K White Gold",588,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2613ysa.jpg,http://www.povada.com/media/catalog/product/r/2/r2613ysb.jpg,"7 (Resizable between size 6-8)","10 grams","11.7 mm",,"14K Gold",White,"Yellow Sapphire",White#Yellow,"1.00 ct",Round,G/H,SI1/SI2,"0.75 ct",round,,,,,,"Gemstone Rings > Sapphire Rings"
RSC5799,"Charming Four Row Round Cut Diamond Crisscross Fashion Ring In 14K Yellow Gold",223,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/s/rsc5799a_1.jpg,http://www.povada.com/media/catalog/product/r/s/rsc5799b_1.jpg,"7.5 (Resizable between size 6.5-8.5)","4.5 grams","11 mm",,"14K Gold",Yellow,,White,,,J/K,I2/I3,"0.10 ct",round,,,,,,"Rings > Diamond Right Hand Rings"
MB2522,"Lovely Round and Baguette Cut Diamond Open Heart Fashion Ring In 18K Yellow Gold",507,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/b/mb2522a_1.jpg,http://www.povada.com/media/catalog/product/m/b/mb2522b_1.jpg,"6 (Resizable between size 5-7)","5.5 grams","10 mm",,"18K Gold",Yellow,,White,,,J/I,SI1/SI2,"0.34 ct",round/baguette,,,,,,"Rings > Diamond Right Hand Rings"
RA217,"Exclusive Pave and Prong Diamond Fashion  Dome Ring In 14K White Gold",664,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/ra217a_3.jpg,http://www.povada.com/media/catalog/product/r/a/ra217b_3.jpg,"7 (Resizable between size 6-8)","3.8 grams","15 mm",,"14K Gold",White,diamond,White,,,G/H,SI1/SI2,"0.4 ct",round,,,,,,"Rings > Diamond Right Hand Rings"
R01,"Brilliant Pave Set Diamond Right Hand Curve Ring In 14K White Gold",3369,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/0/r01a_1.jpg,http://www.povada.com/media/catalog/product/r/0/r01b_1.jpg,"8 (Resizable between size 7-9)","11.4 grams","9.2 mm",,"18K Gold",White,,White,,,G/H,SI1/SI2,"1.85 ct",round,,,,,,"Rings > Diamond Right Hand Rings"
S45628B,"Vivid Round Cut Prong Set Diamond Right Hand Pattern Ring In 14K Rose Gold",953,6,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/4/s45628ba_1.jpg,http://www.povada.com/media/catalog/product/s/4/s45628bb_1.jpg,"7 (Resizable between size 6-8)","4.8 grams","10.3 mm",,"14K Gold",,,White,,,H/I,I1/I2,"0.56 ct",round,,,,,,"Rings > Diamond Right Hand Rings"
R6944A,"Round Cut Diamond Wedding Band In 14K White Gold ",390,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6944aa_3.jpg,http://www.povada.com/media/catalog/product/r/6/r6944ab_3.jpg,"7 (Resizable between size 6-8)","3.5 grams","2.6 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"0.20 ct",round,,,,,,"Engagement > Diamond Wedding Bands"
R7018,"Vibrant Round Cut Channel Diamond Wedding Band Ring In 14K White Gold",333,4,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/7/r7018a_1.jpg,http://www.povada.com/media/catalog/product/r/7/r7018b_1.jpg,"7 (Resizable between size 6-8)","4.2 grams","3.2 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"0.18 ct",round,,,,,,"Engagement > Diamond Wedding Bands"
R6943,"Classy Round Cut Channel Set Diamond Wedding Band Ring In 14K White Gold",243,4,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6943a_1.jpg,http://www.povada.com/media/catalog/product/r/6/r6943b_1.jpg,"7 (Resizable between size 6-8)","4.3 grams","3.1 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"0.09 ct",round,,,,,,"Engagement > Diamond Wedding Bands"
R7021,"Vivid Round Cut Channel Set Five Stone Diamond Weding Band In 14K White Gold",350,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/7/r7021a_1.jpg,http://www.povada.com/media/catalog/product/r/7/r7021b_1.jpg,"6.5 (Resizable between size 5.5-7.5)","4 grams","3.5 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"0.20 ct",round,,,,,,"Engagement > Diamond Wedding Bands"
R7002B,"Shimmering Round Channel Set Diamond Wedding Band Eternity Ring In 14K White Gold",2928,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/7/r7002ba_1.jpg,http://www.povada.com/media/catalog/product/r/7/r7002bb_1.jpg,"7.5 (Resizable between size 6.5-8.5)","5 grams","4 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"1.95 ct",round,,,,,,"Engagement > Diamond Wedding Bands"
R7025,"Round Cut Channel Diamond Wedding Band Eternity Ring In 14K White Gold",1455,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/7/r7025a_1.jpg,http://www.povada.com/media/catalog/product/r/7/r7025b_1.jpg,"6.5 (Resizable between size 5.5-7.5)","3.4 grams","3 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"0.54 ct",round,,,,,,"Engagement > Diamond Wedding Bands"
R7015,"Brilliant Diamond Wedding Band Ring In 14K White Gold",1176,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/7/r7015a_1.jpg,http://www.povada.com/media/catalog/product/r/7/r7015b_1.jpg,"7.5 (Resizable between size 6.5-8.5)","5.4 grams","4.2 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"0.70 ct",round,,,,,,"Engagement > Diamond Wedding Bands"
R7012C,"Alluring Channel Set Diamond Wedding Band In 14K White Gold",965,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/7/r7012ca_1.jpg,http://www.povada.com/media/catalog/product/r/7/r7012cb_1.jpg,"7 (Resizable between size 6-8)","4.5 grams","4 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"0.70 ct",round,,,,,,"Engagement > Diamond Wedding Bands"
R7011,"Lambent Round Diamond Wedding Band Ring In 14K White Gold",1468,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/7/r7011a_1.jpg,http://www.povada.com/media/catalog/product/r/7/r7011b_1.jpg,"7.5 (Resizable between size 6.5-8.5)","5.2 grams","4.2 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"0.92 ct",round,,,,,,"Engagement > Diamond Wedding Bands"
R6946A,"Brilliant Round Cut Diamond Wedding Band In 14K White Gold",385,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6946aa_1.jpg,http://www.povada.com/media/catalog/product/r/6/r6946ab_1.jpg,"7 (Resizable between size 6-8)","3.8 grams","3.2 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"0.14 ct",round,,,,,,"Engagement > Diamond Wedding Bands"
R6999D,"Princess and Baguette Cut Diamond Eternity Wedding Band In 14K White Gold",2477,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6999da_3.jpg,http://www.povada.com/media/catalog/product/r/6/r6999db_3.jpg,"6 (Resizable between size 5-7)","3.9 grams","3.9 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"1.99 ct",princess/baguette,,,,,,"Engagement > Diamond Wedding Bands"
MB2212,"Platinum Princess Cut Channel Set Diamond Wedding Band",1029,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/b/mb2212a_1.jpg,http://www.povada.com/media/catalog/product/m/b/mb2212b_1.jpg,"6.5 (Resizable between size 5.5-7.5)","5.2 grams","3.8 mm",,Platinum,White,,White,,,J/K,SI2/SI3,"0.55 c t",princess,,,,,,"Engagement > Diamond Wedding Bands"
R6926B,"Lustrous Princess Cut Diamond Wedding Band In 14K White Gold",701,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6926ba_1.jpg,http://www.povada.com/media/catalog/product/r/6/r6926bb_1.jpg,"7 (Resizable between size 6-8)","4 grams","3.3 mm",,"14K Gold",White,,White,,,H/I,SI1/Si2,"0.46 ct",princess,,,,,,"Engagement > Diamond Wedding Bands"
MB2889,"Vivid Princess Cut Five Stone Diamond Wedding Band In 14K White Gold",1561,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/b/mb2889a_1.jpg,http://www.povada.com/media/catalog/product/m/b/mb2889b_1.jpg,"6.5 (Resizable between size 5.5-7.5)","5.6 grams","5 mm",,"14K Gold",White,,White,,,G/H,SI1/sI2,"1.00 ct",princess,,,,,,"Engagement > Diamond Wedding Bands"
MB2888,"Beautiful Princess Cut Diamond Four Stone Wedding Band In 14K White Gold",2232,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/b/mb2888a_1.jpg,http://www.povada.com/media/catalog/product/m/b/mb2888b_1.jpg,"6.5 (Resizable between size 5.5-7.5)","7.6 grams","5.9 mm",,"14K Gold",White,,White,,,G/H,VS1/VS2,"1.16 ct",princess,,,,,,"Engagement > Diamond Wedding Bands"
R5172D,"Round,Baguette and Princess Cut Diamond Eternity Wedding Band In 18K White Gold",2335,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5172da_1.jpg,http://www.povada.com/media/catalog/product/r/5/r5172db_1.jpg,"7 (Resizable between size 6-8)","5.1 grams","4.9 mm",,"18K Gold",White,,White,,,G/H,SI1/SI2,"1.98 ct",princess/baguette/round,,,,,,"Engagement > Diamond Wedding Bands"
R8508,"Shimmering Baguette Cut Channel Set Diamond Wedding Band In 18K White Gold",4466,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/8/r8508a_1.jpg,http://www.povada.com/media/catalog/product/r/8/r8508b_1.jpg,"7 (Resizable between size 6-8)","8.1 grams","6.5 mm",,"18K Gold",White,,White,,,G/H,SI1/SI2,"2.91 ct",baguette/round,,,,,,"Engagement > Diamond Wedding Bands"
BRS36021,"Brilliant Round Cut Diamond Seven Stone Wedding Band In 14K White Gold",390,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/r/brs36021a_1.jpg,http://www.povada.com/media/catalog/product/b/r/brs36021b_1.jpg,"7 (Resizable between size 6-8)","2.7 grams","2.8 mm",,"14K Gold",White,,White,,,I/J,SI2/SI3,"0.55  ct",round,,,,,,"Engagement > Diamond Wedding Bands"
R7024B,"Princess Cut Channel Set Eternity Wedding Band In 14K White Gold",4254,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/7/r7024ba_1.jpg,http://www.povada.com/media/catalog/product/r/7/r7024bb_1.jpg,"7 (Resizable between size 6-8)","3.6 grams","3.5 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"1.81 ct",princess,,,,,,"Engagement > Diamond Wedding Bands"
R7024C,"Alluring Princess Cut Diamond Eternity Wedding Band In 14K White Gold",1985,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/7/r7024ca_1.jpg,http://www.povada.com/media/catalog/product/r/7/r7024cb_1.jpg,"6 (Resizable between size 5-7)","3.3 grams","3.3 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"1.73 ct",princess,,,,,,"Engagement > Diamond Wedding Bands"
RB936,"Elegant Round and Princess Cut Diamond Eternity Ring In 14K White Gold",2190,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb936a_1.jpg,http://www.povada.com/media/catalog/product/r/b/rb936b_1.jpg,"7 (Resizable between size 6-8)","3.6 grams","4.2 mm",,"14K Gold",White,,White,,,I/J,SI1/SI2,"2.05 ct",princess/round,,,,,,"Engagement > Diamond Wedding Bands"
RR10,"Round and Baguette Cut Channel Set Diamond Wedding Band In 14K White Gold",1225,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/r/rr10a_1.jpg,http://www.povada.com/media/catalog/product/r/r/rr10b_1.jpg,"7 (Resizable between size 6-8)","9 grams","6.5 mm",,"14K Gold",,,"White ",/,,G/H,SI1/SI2,"0.52 ct",round/baguette,,,,,,"Engagement > Diamond Wedding Bands"
R3140A,"Lovely White and Champagne Pave Set Diamond Heart Fashion Square Shaped Ring In 14K White Gold",338,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r3140aa_3.jpg,http://www.povada.com/media/catalog/product/r/3/r3140ab_3.jpg,"7 (Resizable between size 6-8)","3.9 grams","10.5 mm",,"14K Gold",White,,White,,,H/I,I1/I2,"0.55 ct",round,,,,,,"Rings > Diamond Right Hand Rings"
RB864A,"Alluring Pave Set Diamond Four Petal Flower Fashion Ring In 18K White Gold",2940,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb864aa_1.jpg,http://www.povada.com/media/catalog/product/r/b/rb864ab_1.jpg,"7 (Resizable between size 6-8)","8.9 grams","23.3 mm",,"18K Gold",White,,White,,,G/H,SI1/SI2,"1.83 ct",round,,,,,,"Rings > Diamond Right Hand Rings"
RA205,"Shimmering Round,Marquise and Princess Cut Diamond Cluster Crisscross Ring In 14K White Gold",1975,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/ra205a_1.jpg,http://www.povada.com/media/catalog/product/r/a/ra205b_1.jpg,"7 (Resizable between size 6-8)","9 grams","21.4 mm",,"14K Gold",White,,White,,,G/I,SI1/SI2,"1.57 ct",round/princess/marquise,,,,,,"Rings > Diamond Cluster Rings"
SR026008,"Charming Pave Set Diamond Fashion Playful Dolphin Ring In 14K White Gold",301,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/r/sr026008a_1.jpg,http://www.povada.com/media/catalog/product/s/r/sr026008b_1.jpg,"7 (Resizable between size 6-8)","2.5 grams","7.8 mm",,"14K Gold",White,,White,,,J/K,I1/I2,"0.20 ct",round,,,,,,"Rings > Diamond Right Hand Rings"
RC470,"Exclusive Round and Baguette Cut Brilliant Diamond Ballerina Cluster Ring In 18K White Gold",4670,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/c/rc470a_1.jpg,http://www.povada.com/media/catalog/product/r/c/rc470b_1.jpg,"7 (Resizable between size 6-8)","11.4 grams","21.1 mm",,"18K Gold",,,White,,,F/G,VS1/SI1,"2.70 ct",round/baguette,,,,,,"Rings > Diamond Cluster Rings"
R7219,"Sparkling Pave Diamond Square Shaped Dome Fashion Ring In 14K White Gold",2721.95,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/7/r7219a_1.jpg,http://www.povada.com/media/catalog/product/r/7/r7219b_1.jpg,"7 (Resizable between size 6-8)","8 grams","17.2 mm",,"14K Gold",White,,White,,,G/H,SI1/SI2,"4.01 ct",round,,,,,,"Rings > Diamond Right Hand Rings"
